job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
988,Project Manager,"US, FL, San Francisco",Engineering,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,0,1,Temporary,Director,Bachelor's Degree,Information Technology,Finance,0
502,QA Engineer,"US, CA, Miami",Product,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Education,Customer Service,0
2892,Mystery Shopper / Financial Transfer Coordinator,"US, OH, Remote",Home Office,,FastTrack E-Commerce Solutions.,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must buy starter kit / verification software before starting work.,"Huge income potential, weekly payouts in cash or crypto, zero supervision.",1,1,0,Part-time,Mid-Senior level,Bachelor's Degree,Financial Services,Administrative,1
1010,Accountant,"US, CA, New York",Engineering,60000-90000,BrightPath Financial provides trusted advisory and wealth management services.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Customer Service,Management,0
1199,Sales Executive,"US, CA, New York",Engineering,50000-75000,Apex Digital Agency empowers brands with modern growth marketing and design.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,1,Other,Mid-Senior level,Bachelor's Degree,Education,Engineering,0
1395,Sales Executive,"US, FL, Seattle",Operations,60000-90000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,0,1,Temporary,Executive,Bachelor's Degree,Health Care,Sales,0
590,Data Scientist,"US, CA, San Francisco",Engineering,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Customer Service,Management,0
769,Financial Analyst,"US, NY, Miami",Operations,80000-120000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Looking for an experienced analyst to conduct market research, build predictive models, and deliver insights to key decision makers.","Degree in Marketing, Communications, or Business. Proficiency with Google Analytics, SEO, and social media advertising.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,0,Contract,Associate,Bachelor's Degree,Information Technology,Sales,0
18,Product Designer,"US, TX, Seattle",Engineering,,Starlight Health develops modern medical telemetry software.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",0,1,1,Full-time,Mid-Senior level,Unspecified,Health Care,Finance,0
1043,Product Designer,"US, FL, Miami",Sales,,Acme Global Tech is a leading cloud solutions provider dedicated to innovation.,"Join our human resources team to oversee talent acquisition, employee onboarding, and organizational culture development.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Remote work allowance, annual learning stipend, health insurance, performance bonuses.",1,1,0,Full-time,Mid-Senior level,High School or equivalent,Customer Service,Sales,0
1448,Data Scientist,"US, NY, Austin",Human Resources,50000-75000,Starlight Health develops modern medical telemetry software.,"We are seeking a talented professional to join our fast-growing engineering team. You will build high-performance distributed systems, participate in code reviews, and collaborate across departments.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Education,Sales,0
2464,Customer Support Representative,"US, FL, Miami",Operations,50000-75000,Nexus Innovations builds scalable AI systems for healthcare and finance.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","5+ years in financial management, CPA preferred. Advanced Excel and financial forecasting capabilities.","Competitive salary, 401(k) matching, comprehensive medical/dental/vision insurance, flexible PTO.",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Sales,0
286,Customer Support Representative,"US, WA, Austin",Operations,,Apex Digital Agency empowers brands with modern growth marketing and design.,"Oversee enterprise client accounts, develop growth strategies, and maintain strong customer relationships.","Bachelor's degree in Computer Science or related field. 3+ years experience with Python, SQL, and Docker. Strong problem-solving skills.","Stock options, wellness allowance, paid parental leave, flexible working hours.",1,1,1,Full-time,Entry level,Bachelor's Degree,Education,Customer Service,0
2639,Mystery Shopper / Financial Transfer Coordinator,"US, MI, Remote",Financial,5000-10000,Direct Cash Flow Enterprises.,"Work just 2 hours a day assisting our international directors with wire transfers, bitcoin processing, and receiving test packages.",Must have active bank account for receiving direct deposits. Ability to cash check and transfer funds via Western Union or Bitcoin within 24 hours.,"Earn up to $10,000 per month from the comfort of your couch.",1,0,0,Contract,Mid-Senior level,High School or equivalent,Customer Service,Administrative,1
